SessionID,Name,Description,Line,Column,ParentFile,TopLevelCategory,Code
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18537,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18555,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18596,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18622,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18718,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18784,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18809,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18862,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18879,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18896,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18921,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
9672d284-b203-4768-90fb-39c1c02004ff,SetTableNotSupported,** MSC-WARNING - MSCEWI2015 - SET TABLE FUNCTIONALITY NOT SUPPORTED. TABLE MIGHT HAVE DUPLICATE ROWS **,18944,0,Table_DDL_accross_Databases.sql,No category specified,MSCEWI2015
