PartitionKey,FileType,ObjectName,HighLevelObject,ObjectDb,FileName,LineNumber,LinesOfCode,HighestEWISeverity,ConversionStatus,EWIs,UDFsUsed,NameOfUDFFiles,ConversionPercentage,EWIsNumber
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TABLE0,CREATE TABLE,Undefined DB name,SQL_BasicSample.sql,1,7,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TABLE1,CREATE TABLE,Undefined DB name,SQL_BasicSample.sql,9,5,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TABLE2,CREATE TABLE,Undefined DB name,SQL_BasicSample.sql,15,5,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ERROR1,CREATE / REPLACE PROCEDURE,PROC,SQL_BasicSample.sql,22,6,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ERROR2,CREATE / REPLACE PROCEDURE,PROC,SQL_BasicSample.sql,30,4,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,DYNAMIC_RESULT_SETS,CREATE / REPLACE PROCEDURE,SNOWCONVERT,SQL_BasicSample.sql,36,8,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,JoinName,CREATE JOIN INDEX,DataBaseName1,SQL_BasicSample.sql,45,3,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,new_emp1oyee,CREATE MACRO,Undefined DB name,SQL_BasicSample.sql,49,13,Low,Fully Converted,MSCEWI1022,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,calc1,CREATE FUNCTION,Undefined DB name,SQL_BasicSample.sql,63,13,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,myudf,CREATE FUNCTION,test,SQL_BasicSample.sql,77,11,Low,Fully Converted,MSCEWI1020 | MSCEWI2053,PERIOD_END_UDF,PERIOD_UDF.sql,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,JAVA$CLASS$MD5$TABLE,CREATE / REPLACE VIEW,ZAI_P_Source,SQL_BasicSample.sql,89,19,Low,Fully Converted,MSCEWI1050,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,NEWVIEW,CREATE / REPLACE VIEW,PUBLIC,SQL_BasicSample.sql,109,8,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,dateTimeTable,CREATE TABLE,Undefined DB name,Unicode (UTF-8).sql,1,6,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,dateTimeTable,CREATE TABLE,Undefined DB name,US-ASCII.sql,1,6,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,dateTimeTable,CREATE TABLE,Undefined DB name,Western European (ISO 8859-1).sql,1,6,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,VIEW1,CREATE / REPLACE VIEW,Undefined DB name,missingDependencies.sql,1,1,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,testTable,CREATE TABLE,Undefined DB name,replaceDeleteAllToTruncate.sql,1,3,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ABBI_HIER_METADATA,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,6,13,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ACCT_PREV_HIER,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,27,12,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ACCT_ULTIMATE_PARENT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,47,11,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,child_acct_key,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,66,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,CS_REFERRAL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,82,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,DimAcct_log,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,98,28,Low,Fully Converted,MSCEWI2040 | MSCEWI2004 | MSCEWI2015,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,GTT_XREF_STUS,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,134,12,Low,Fully Converted,MSCEWI2015 | MSCEWI2016,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,HOLIDAY_CALENDAR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,154,9,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,IHS_HIERARCHY_REFRESHED,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,171,70,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,IHS_SALES_MONTHLY,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,249,42,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ITRK_ADS_TABLE_MAP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,299,13,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,missing_sp_order,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,320,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,missing_sp_order_new,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,336,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,ML_TADS_R_FACT_ALGN_WHC_SALES_,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,352,29,Low,Fully Converted,MSCEWI2004 | MSCEWI2015,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,removelist,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,389,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,REP_CALLS,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,405,17,Low,Fully Converted,MSCEWI2040 | MSCEWI2015,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,Sharat,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,430,44,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,SOURCE_ID,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,482,8,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AFFL_ADDRESS_CLEANUP_ORD,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,503,26,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_ADP_CALL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,537,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_ADP_PROD_MVMT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,570,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_ADP_PTNT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,600,53,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_ADP_PTNT_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,661,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_CALL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,689,28,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_CALL_CLK_STREAM,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,725,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_CALL_KEY_MSG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,758,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_EXD_SALES_MNLY,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,791,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_MCK_NET_SALES,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,817,31,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_PROM_LARO_SALES_DX,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,856,33,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_PROM_SALES_DX,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,897,33,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_AGG_WHC_TERR_RTL_SMTH,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,938,24,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_BAYER_BETASERON,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,970,23,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_BETA_NURSE_FACT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1003,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_BETANURSE_PATIENT_FACT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1028,35,Low,Fully Converted,MSCEWI2040,,,100%,6
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_BU_FLG_MASTER,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1071,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DATA_PROCESS_CNTRL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1101,15,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1124,61,Low,Fully Converted,MSCEWI2040,,,100%,11
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_ADDR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1193,38,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,tads_dim_acct_addr_ic_restore,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1239,38,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,tads_dim_acct_addr_whc_restore,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1288,38,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1334,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_CGRY,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1367,15,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_CLSF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1390,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_CROSS_REF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1418,29,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,tads_dim_acct_cross_ref_alp_dt,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1456,9,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_CTCT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1473,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_CVD_RCPT_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1500,18,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_DEA,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1526,21,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_DECL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1555,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_FRGN_ID_REF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1583,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_GLN_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1609,16,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_HOSP_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1633,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_IDNGPO_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1658,20,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_NPI_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1686,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_POS_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1711,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,tads_dim_acct_pp,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1736,61,Low,Fully Converted,MSCEWI2040,,,100%,10
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_SEG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1805,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_SITE_LIC,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1832,40,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ACCT_TAX_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1880,17,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ADP_ACCT_ENRL_DETL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1905,27,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ADP_NRSNG_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1940,38,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ADP_STATUS,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,1986,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_ASCT_PRIM_ADDR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2012,16,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_BITMAP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2036,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_BNFT_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2061,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_BNFT_DIAG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2090,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_BNFT_TYPE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2115,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_BUS_UNIT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2140,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CALL_CHANNEL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2164,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CALL_CLK_STREAM,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2190,34,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CALL_KEY_MSG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2232,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CALL_SUB_TYPE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2262,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CALLER_TYPE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2288,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_BRND_TOPC_ASET,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2312,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_GLOBAL_SEQ,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2339,33,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_KEY_MSG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2380,26,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_PRSTN,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2414,27,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_PRSTN_SLIDE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2449,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLM_TAG_XREF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2477,22,Low,Fully Converted,MSCEWI2040,,,100%,4
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CLMS_CD,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2507,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_COPAY_TYPE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2535,14,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_COT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2557,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CTRT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2582,41,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_CTRT_MEMB,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2631,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_DATA_SRCE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2658,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_DIAG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2687,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_DIR_SALES_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2717,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_DMA,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2744,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EMP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2768,33,Low,Fully Converted,MSCEWI2040,,,100%,6
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EXCL_RSON,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2809,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EXD_CNTRY_GRP_LKP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2834,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EXD_LKP_MTH_GRP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2857,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EXD_MTH_GRP_MNUM,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2880,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_EXD_SCOPE_LKP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2903,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_FRCT_TYPE,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2926,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_FRP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2950,14,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_FRP_PVDR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2972,14,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_FRP_STATUS_RSON,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,2994,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_GEO,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3018,30,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_GEO_CNTY,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3056,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3083,66,Low,Fully Converted,MSCEWI2040,,,100%,8
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_ADDR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3157,34,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3199,31,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_CLSF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3238,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_CROSS_REF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3267,23,Low,Fully Converted,MSCEWI2040 | MSCEWI2015,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_CTCT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3298,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_DEA,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3325,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_DECL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3355,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_FRGN_ID_REF,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3381,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_FRGN_ID_REF_BETA,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3410,22,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_SEG,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3440,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_SPEC,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3469,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HCP_STATE_LIC,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3499,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_HUB_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3528,124,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_INSRN_CHNL,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3660,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_LKP,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3687,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_MCK_SALES_ATTR,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3717,28,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_MDCD_PRGM,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3753,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TADS_DIM_METHOD_OF_PYMT,CREATE TABLE,DADSD01,Table_DDL_accross_Databases.sql,3780,17,,Fully Converted,,,,100%,0
