PartitionKey,FileType,ObjectName,HighLevelObject,ObjectDb,FileName,LineNumber,LinesOfCode,HighestEWISeverity,ConversionStatus,EWIs,UDFsUsed,NameOfUDFFiles,ConversionPercentage,EWIsNumber
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31701,45,Low,Fully Converted,MSCEWI2040,,,100%,8
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_ADDR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31754,35,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31797,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_CLSF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31825,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_CROSS_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31854,24,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_CROSS_REF_Dashboard,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31886,24,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_CTCT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31918,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_DEA,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31945,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_FRGN_ID_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,31975,21,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_FRGN_ID_REF_BETA,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32004,22,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_HCO_AFFL_RLTN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32034,27,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_HCP_AFFL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32069,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_MDT_MRKT_SEG,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32100,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_PTNT_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32127,27,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HCP_STATE_LIC,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32162,21,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HLI_ZIP_CNTY,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32191,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HMS_ACCT_LATEST_SURVIVOR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32216,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_HMS_HCP_LATEST_SURVIVOR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32242,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IMS_GPO_CREF_OVERRIDE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32268,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IMS_GPO_CROSS_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32292,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IMS_IQVIA_LAB_DETAILS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32323,82,Low,Fully Converted,MSCEWI2040 | MSCEWI2015,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_INDIR_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32429,43,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_INSRN_CHNL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32480,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_INVN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32507,48,Low,Fully Converted,MSCEWI2040,,,100%,6
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_AFFL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32563,40,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_AFFL_ALL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32611,46,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_HCP,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32665,47,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_HCP_ALL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32720,53,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_IDN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32781,34,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_IQVIA_TKI_IDN_ALL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32823,40,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LAB,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32871,49,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LKP,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32928,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LONGD_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,32958,39,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LONGD_SALES_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33005,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LONGD_SALES_ATTR_WKLY,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33034,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_LONGD_SALES_WKLY,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33063,39,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MCK_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33110,68,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MCK_SALES_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33186,28,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MDCD_CENSUS_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33222,24,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MDCD_PRGM,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33254,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MDCD_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33281,29,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_GNRC_PROD,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33318,21,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_INGR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33347,25,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_MFG,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33380,24,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_NEW_OLD_NDC,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33412,25,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_PROD_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33445,48,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_PROD_NAME,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33501,26,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_PROD_PACK,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33535,33,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_THER_CLSS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33576,19,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MED_VALUE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33603,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_METHOD_OF_PYMT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33630,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MRKT_AREA_CODE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33655,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MRKT_METRICS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33680,17,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MSA,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33705,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MX_CODE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33735,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_MX_XOF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33760,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NATAZIA_COUPON_DATA,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33789,68,Low,Fully Converted,MSCEWI2040,,,100%,3
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NATL_RX_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33865,24,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NATL_RX_SALES_HIST,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33897,21,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NON_HCP_CALLS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33926,29,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NR_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,33963,36,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NR_SALES_XR_HIST,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34007,34,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_BNFTS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34049,42,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_MISSINGINFO,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34099,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_OPTIN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34129,29,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_ORDERS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34166,38,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_PTNT_CGVR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34212,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_SHIPMENT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34241,40,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_NUC_SUB_ORDERS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34289,43,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_ORDER_TYPE_RSON,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34340,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PARAM_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34371,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PARAMETER_LKUP,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34399,28,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PAYER,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34435,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PAYER_ADDR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34464,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PAYER_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34495,25,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PBM,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34528,21,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34557,32,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_ADDR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34597,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_AFFL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34628,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_CROSS_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34655,20,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_ENRLMNT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34683,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_LIVES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34706,19,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_N_PAYER_CREF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34733,23,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_STATE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34764,18,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PLAN_SURVEY,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34790,25,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_POP_STATS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34823,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PREG_TEST_AUTH_RSON,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34853,14,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PREG_TEST_PVDR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34875,14,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRES_OVERRIDE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34897,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRGM,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34920,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRM_KOG_PTNT_SLS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,34947,46,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRM_PTNT_PROD_AGG,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35001,47,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRM_PTNT_TRANSACTION,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35056,86,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PRM_SPP_INVN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35150,22,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35180,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35210,45,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_CONV_FCTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35263,18,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_CROSS_REF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35289,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_EVENT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35319,16,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_FCTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35343,19,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_GTN_RATIO,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35370,18,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_HIER,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35396,53,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_PRICE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35457,25,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,tdds_prod_pricing,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35490,16,Low,Fully Converted,MSCEWI2015,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_SALES_FRCE_ALGN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35514,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_SEG,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35539,41,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_test,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35588,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_UOM,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35618,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROD_vikas,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35643,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROF_ED_EVENT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35673,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROF_ED_EVENT_CALL,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35704,34,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_ACCT_HCP_ALGN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35746,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_AGG_DS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35777,30,Low,Fully Converted,MSCEWI2040,,,100%,5
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_COPA_SALES_DX,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35815,33,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_DS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35856,25,Low,Fully Converted,MSCEWI2040,,,100%,4
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_LARO_ACCT_HCP_ALGN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35889,23,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_LARO_SALES_DX,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35920,57,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_NEX_DOT_PTNT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,35985,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_NEX_MAG_PTNT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36013,22,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_NR_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36043,27,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_PTNT_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36078,51,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_RTL_SALES,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36137,28,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_SALES_DX,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36173,49,Low,Fully Converted,MSCEWI2040,,,100%,2
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_SPP_INVN,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36230,23,Low,Fully Converted,MSCEWI2040,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PROM_TERR_XREF,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36261,15,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTHWYS,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36284,69,Low,Fully Converted,MSCEWI2040,,,100%,37
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36361,29,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_ACTVTY,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36398,33,Low,Fully Converted,MSCEWI2008,,,100%,1
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_ADDR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36439,20,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_AGE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36467,17,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_ATTR,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36492,46,Low,Fully Converted,MSCEWI2040,,,100%,7
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_INCOME_RANGE,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36546,18,,Fully Converted,,,,100%,0
9672d284-b203-4768-90fb-39c1c02004ff,SQL,TDDS_PTNT_MPD,CREATE TABLE,DDDSD01,Table_DDL_accross_Databases.sql,36572,39,,Fully Converted,,,,100%,0
